,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6888,Female,Loyal Customer,52,Business travel,Business,4,4,4,5,4,4,4,4,6,3,satisfied
6889,Male,Loyal Customer,57,Personal Travel,Eco,2,2,3,3,3,5,3,5,0,0,neutral or dissatisfied
6890,Female,Loyal Customer,43,Business travel,Business,1,3,4,4,1,1,4,1,0,0,neutral or dissatisfied
6891,Female,Loyal Customer,12,Personal Travel,Eco,3,3,4,4,4,4,3,4,75,71,neutral or dissatisfied
6892,Male,disloyal Customer,35,Business travel,Business,3,3,5,5,4,3,5,4,0,0,neutral or dissatisfied
6893,Male,Loyal Customer,63,Personal Travel,Eco,2,2,5,5,3,4,1,4,0,0,neutral or dissatisfied
6894,Female,Loyal Customer,33,Business travel,Business,4,4,3,2,4,5,2,5,0,0,satisfied
6895,Male,Loyal Customer,48,Business travel,Business,5,5,2,5,4,4,5,4,5,3,satisfied
6896,Male,Loyal Customer,41,Business travel,Business,3,5,2,4,3,3,3,3,31,60,neutral or dissatisfied
6897,Female,Loyal Customer,35,Personal Travel,Eco Plus,3,3,2,2,1,2,5,3,65,76,neutral or dissatisfied
6898,Male,Loyal Customer,55,Business travel,Eco,2,3,3,3,2,3,3,4,0,0,satisfied
6899,Male,Loyal Customer,61,Personal Travel,Eco,1,1,3,3,4,3,3,4,18,8,neutral or dissatisfied
6900,Female,Loyal Customer,38,Business travel,Eco Plus,2,2,2,2,2,3,4,3,21,27,neutral or dissatisfied
6901,Female,Loyal Customer,65,Business travel,Business,3,3,2,5,2,2,5,2,0,0,satisfied
6902,Male,Loyal Customer,29,Business travel,Business,1,2,5,5,4,5,3,5,0,0,satisfied
6903,Male,Loyal Customer,25,Business travel,Business,5,5,5,5,5,4,3,4,12,0,satisfied
6904,Male,Loyal Customer,40,Personal Travel,Eco,2,0,3,3,5,1,3,3,0,0,neutral or dissatisfied
6905,Female,Loyal Customer,36,Business travel,Eco,3,5,3,3,4,3,4,3,0,0,neutral or dissatisfied
6906,Female,Loyal Customer,34,Business travel,Business,1,2,5,3,1,1,4,1,0,0,neutral or dissatisfied
6907,Female,disloyal Customer,31,Business travel,Eco,1,0,5,5,5,2,2,4,0,0,neutral or dissatisfied
6908,Male,disloyal Customer,39,Business travel,Eco,2,2,5,5,3,1,3,1,0,0,neutral or dissatisfied
6909,Male,Loyal Customer,40,Business travel,Business,3,3,5,5,4,4,4,4,24,18,satisfied
6910,Female,Loyal Customer,38,Business travel,Business,2,2,2,5,4,4,5,4,0,0,satisfied
6911,Female,disloyal Customer,26,Business travel,Eco,1,1,3,3,3,3,4,2,19,0,neutral or dissatisfied
6912,Male,disloyal Customer,30,Business travel,Eco,2,2,2,2,3,2,1,1,2,0,neutral or dissatisfied
6913,Male,Loyal Customer,27,Business travel,Business,2,1,2,2,2,3,3,4,66,67,neutral or dissatisfied
6914,Female,disloyal Customer,22,Business travel,Eco,3,3,5,1,1,2,4,3,15,0,neutral or dissatisfied
6915,Female,Loyal Customer,30,Business travel,Business,2,4,2,2,1,3,2,2,0,0,neutral or dissatisfied
6916,Female,Loyal Customer,46,Personal Travel,Eco,3,3,4,4,4,4,4,4,0,0,neutral or dissatisfied
6917,Female,Loyal Customer,62,Business travel,Business,0,0,5,5,1,1,3,1,56,44,satisfied
6918,Female,Loyal Customer,19,Personal Travel,Eco,5,5,1,1,3,2,4,2,0,1,satisfied
6919,Female,Loyal Customer,44,Business travel,Business,4,2,3,4,5,5,4,5,0,0,satisfied
6920,Female,Loyal Customer,64,Business travel,Business,1,1,3,4,3,5,4,3,0,0,satisfied
6921,Male,Loyal Customer,62,Personal Travel,Eco,1,1,1,3,4,2,3,2,0,0,neutral or dissatisfied
6922,Female,disloyal Customer,26,Business travel,Business,0,0,3,3,3,4,3,5,3,0,satisfied
6923,Female,Loyal Customer,43,Business travel,Business,4,4,4,2,5,3,1,5,0,0,satisfied
6924,Male,Loyal Customer,23,Business travel,Business,4,4,4,4,3,4,3,4,0,0,satisfied
6925,Male,Loyal Customer,46,Business travel,Eco,4,5,4,4,1,4,3,4,0,0,neutral or dissatisfied
6926,Female,Loyal Customer,21,Personal Travel,Business,2,2,5,1,1,4,1,3,12,0,neutral or dissatisfied
6927,Female,Loyal Customer,64,Personal Travel,Eco,3,3,4,2,3,3,2,3,72,90,neutral or dissatisfied
6928,Female,Loyal Customer,14,Personal Travel,Eco,2,1,2,2,5,2,4,1,0,0,neutral or dissatisfied
6929,Female,Loyal Customer,44,Business travel,Eco,4,3,2,3,4,4,4,4,16,8,neutral or dissatisfied
6930,Male,Loyal Customer,32,Business travel,Business,3,3,5,5,1,2,2,3,123,115,satisfied
6931,Female,disloyal Customer,25,Business travel,Eco,2,2,4,4,4,3,3,3,2,14,neutral or dissatisfied
6932,Male,disloyal Customer,22,Business travel,Eco,4,4,5,5,3,4,5,5,0,5,satisfied
6933,Female,Loyal Customer,38,Personal Travel,Eco,4,4,4,4,4,5,4,4,0,4,neutral or dissatisfied
6934,Male,disloyal Customer,28,Business travel,Eco Plus,4,4,3,3,3,4,3,4,0,24,neutral or dissatisfied
6935,Male,disloyal Customer,28,Business travel,Business,3,4,1,1,5,5,4,5,23,26,neutral or dissatisfied
6936,Male,disloyal Customer,39,Business travel,Eco,1,0,5,5,1,2,4,5,1,0,neutral or dissatisfied
6937,Male,Loyal Customer,52,Business travel,Eco,4,1,4,4,3,4,3,4,0,26,satisfied
6938,Female,disloyal Customer,26,Business travel,Eco,2,2,2,2,1,2,2,1,5,1,neutral or dissatisfied
6939,Male,disloyal Customer,37,Business travel,Business,2,2,2,2,3,4,4,4,3,7,neutral or dissatisfied
6940,Female,Loyal Customer,51,Business travel,Business,2,2,2,5,5,5,5,5,0,0,satisfied
6941,Male,Loyal Customer,63,Personal Travel,Business,4,4,5,5,5,5,5,5,0,0,neutral or dissatisfied
6942,Female,Loyal Customer,51,Business travel,Business,3,3,5,4,4,4,5,4,0,0,satisfied
6943,Male,Loyal Customer,44,Personal Travel,Eco,3,3,2,2,2,3,1,3,0,0,neutral or dissatisfied
6944,Female,Loyal Customer,40,Business travel,Business,4,4,5,5,4,4,5,4,66,53,satisfied
6945,Female,Loyal Customer,17,Personal Travel,Eco,2,2,4,3,3,4,5,4,0,0,neutral or dissatisfied
6946,Female,Loyal Customer,48,Business travel,Business,1,1,5,3,4,4,1,4,0,0,satisfied
6947,Male,Loyal Customer,39,Business travel,Eco,5,2,5,5,4,4,3,2,0,2,satisfied
6948,Male,Loyal Customer,23,Business travel,Eco,3,5,3,1,4,4,4,4,0,0,neutral or dissatisfied
6949,Female,Loyal Customer,38,Business travel,Business,3,3,5,5,5,5,2,5,0,3,satisfied
6950,Male,Loyal Customer,46,Business travel,Business,2,4,2,3,2,2,2,2,76,67,neutral or dissatisfied
6951,Male,Loyal Customer,54,Business travel,Eco,4,3,4,4,3,5,4,3,0,0,satisfied
6952,Male,Loyal Customer,40,Business travel,Business,4,4,4,5,4,4,3,4,0,0,satisfied
6953,Male,Loyal Customer,22,Personal Travel,Eco,2,2,1,1,1,4,5,2,0,0,neutral or dissatisfied
6954,Male,Loyal Customer,69,Personal Travel,Eco Plus,4,4,3,3,5,3,1,1,0,0,neutral or dissatisfied
6955,Male,Loyal Customer,47,Business travel,Business,3,3,3,4,5,5,3,5,0,0,satisfied
6956,Male,disloyal Customer,42,Business travel,Business,3,3,2,4,3,4,4,5,15,9,neutral or dissatisfied
6957,Female,Loyal Customer,30,Business travel,Eco Plus,5,4,5,5,5,4,1,4,30,13,satisfied
6958,Male,Loyal Customer,34,Business travel,Eco Plus,5,1,5,5,2,5,1,1,4,0,satisfied
6959,Female,Loyal Customer,20,Personal Travel,Eco,2,2,3,2,3,4,1,5,0,0,neutral or dissatisfied
6960,Female,Loyal Customer,40,Personal Travel,Eco,3,3,5,5,2,4,3,4,0,0,neutral or dissatisfied
6961,Male,Loyal Customer,47,Business travel,Business,3,3,5,4,4,4,3,4,0,0,satisfied
6962,Female,Loyal Customer,41,Business travel,Business,4,4,2,4,4,4,3,4,29,21,satisfied
6963,Male,Loyal Customer,42,Business travel,Business,5,5,4,5,4,4,3,4,7,0,satisfied
6964,Female,Loyal Customer,58,Personal Travel,Eco,3,3,4,3,4,4,1,4,0,0,neutral or dissatisfied
6965,Male,Loyal Customer,65,Personal Travel,Eco,1,1,3,3,3,5,1,1,0,0,neutral or dissatisfied
6966,Female,disloyal Customer,16,Business travel,Eco,3,3,1,1,3,4,3,3,13,22,neutral or dissatisfied
6967,Female,Loyal Customer,31,Business travel,Business,3,3,4,4,3,5,5,4,8,0,satisfied
6968,Female,Loyal Customer,15,Business travel,Business,2,5,2,2,4,4,4,3,53,52,neutral or dissatisfied
6969,Male,Loyal Customer,60,Personal Travel,Eco,2,3,1,1,5,4,4,4,17,10,neutral or dissatisfied
6970,Male,disloyal Customer,23,Business travel,Eco,0,0,2,2,5,4,5,5,0,0,satisfied
6971,Male,Loyal Customer,60,Personal Travel,Business,2,0,2,4,4,4,4,4,14,8,neutral or dissatisfied
6972,Female,disloyal Customer,37,Business travel,Business,5,5,1,1,4,5,3,5,1,0,satisfied
6973,Female,Loyal Customer,17,Personal Travel,Eco,2,2,2,1,3,4,3,4,0,0,neutral or dissatisfied
6974,Male,Loyal Customer,49,Business travel,Business,2,4,3,3,2,2,4,2,41,47,neutral or dissatisfied
6975,Male,disloyal Customer,37,Business travel,Eco Plus,3,3,5,5,1,4,1,3,0,0,neutral or dissatisfied
6976,Female,Loyal Customer,51,Business travel,Business,2,2,2,5,5,5,5,5,0,11,satisfied
6977,Female,disloyal Customer,21,Business travel,Eco,4,4,2,2,3,4,4,5,2,0,satisfied
6978,Female,Loyal Customer,31,Personal Travel,Eco,5,0,3,3,3,3,2,3,1,0,satisfied
6979,Male,Loyal Customer,44,Personal Travel,Eco,5,5,2,3,3,4,4,4,0,0,satisfied
6980,Female,disloyal Customer,24,Business travel,Business,4,4,3,3,3,5,3,4,13,16,satisfied
6981,Female,Loyal Customer,58,Business travel,Business,3,2,4,3,2,3,4,2,0,0,neutral or dissatisfied
6982,Female,Loyal Customer,38,Business travel,Business,3,3,5,5,5,5,3,5,29,34,satisfied
6983,Female,Loyal Customer,67,Personal Travel,Eco,3,3,4,4,3,3,3,3,0,0,neutral or dissatisfied
6984,Male,Loyal Customer,69,Personal Travel,Eco,1,1,1,2,3,5,2,3,167,133,neutral or dissatisfied
6985,Female,Loyal Customer,50,Personal Travel,Eco,3,3,3,5,5,3,5,5,0,19,neutral or dissatisfied
6986,Male,disloyal Customer,30,Business travel,Eco,1,1,4,4,1,3,2,2,0,0,neutral or dissatisfied
6987,Male,Loyal Customer,28,Business travel,Business,2,1,2,2,4,4,4,4,9,12,neutral or dissatisfied
6988,Female,Loyal Customer,65,Personal Travel,Eco,3,2,2,3,5,5,4,5,5,6,neutral or dissatisfied
6989,Female,Loyal Customer,31,Business travel,Business,1,1,5,5,5,4,4,4,0,0,satisfied
6990,Male,Loyal Customer,42,Personal Travel,Eco,2,2,4,4,3,3,1,3,9,0,neutral or dissatisfied
6991,Male,Loyal Customer,15,Personal Travel,Eco,1,0,5,5,4,5,2,1,79,82,neutral or dissatisfied
6992,Female,disloyal Customer,31,Business travel,Business,3,3,5,1,4,3,3,5,0,0,neutral or dissatisfied
6993,Female,Loyal Customer,46,Business travel,Business,2,4,5,5,4,4,4,4,0,3,satisfied
6994,Female,Loyal Customer,35,Personal Travel,Eco,3,3,5,5,3,3,4,4,0,0,neutral or dissatisfied
6995,Female,Loyal Customer,41,Business travel,Eco Plus,3,2,3,4,3,3,5,3,0,0,satisfied
6996,Female,Loyal Customer,27,Personal Travel,Eco,4,4,3,3,5,4,5,4,0,0,neutral or dissatisfied
6997,Female,disloyal Customer,45,Business travel,Business,2,2,4,4,5,5,4,4,0,0,neutral or dissatisfied
6998,Male,Loyal Customer,34,Business travel,Business,3,2,3,2,3,3,1,3,0,2,neutral or dissatisfied
6999,Female,disloyal Customer,24,Business travel,Business,4,4,3,3,3,4,4,5,0,0,satisfied
7000,Female,disloyal Customer,33,Business travel,Business,2,2,1,1,3,5,3,4,7,5,neutral or dissatisfied
7001,Male,Loyal Customer,54,Business travel,Eco,5,4,5,5,1,2,3,3,4,0,satisfied
7002,Male,Loyal Customer,44,Business travel,Business,2,4,3,4,2,2,4,2,33,29,neutral or dissatisfied
7003,Female,Loyal Customer,53,Business travel,Business,3,3,4,4,4,4,3,4,0,0,satisfied
7004,Female,Loyal Customer,66,Personal Travel,Eco,4,4,2,4,3,3,4,3,3,0,neutral or dissatisfied
7005,Female,Loyal Customer,45,Business travel,Business,4,4,4,1,3,3,5,3,0,0,satisfied
7006,Female,Loyal Customer,18,Personal Travel,Eco,3,3,2,2,1,3,1,4,0,0,neutral or dissatisfied
7007,Female,disloyal Customer,43,Business travel,Eco,2,2,4,4,1,3,1,3,0,0,neutral or dissatisfied
7008,Female,Loyal Customer,40,Business travel,Business,1,1,4,4,3,3,4,3,0,0,satisfied
7009,Male,Loyal Customer,15,Business travel,Business,3,4,3,3,3,3,4,3,0,0,neutral or dissatisfied
7010,Female,Loyal Customer,7,Personal Travel,Eco Plus,3,3,3,2,1,1,3,1,2,0,neutral or dissatisfied
7011,Male,Loyal Customer,48,Business travel,Business,3,1,3,3,3,3,4,3,0,15,neutral or dissatisfied
7012,Female,Loyal Customer,43,Business travel,Eco,3,4,5,3,3,3,1,3,0,0,neutral or dissatisfied
7013,Female,disloyal Customer,26,Business travel,Business,0,0,1,1,5,5,5,4,0,0,satisfied
7014,Female,Loyal Customer,36,Business travel,Eco,4,4,4,4,5,2,1,4,0,0,satisfied
7015,Female,Loyal Customer,55,Business travel,Business,5,5,3,4,5,5,4,5,30,5,satisfied
7016,Male,disloyal Customer,39,Business travel,Eco,3,4,4,4,2,4,4,4,0,0,neutral or dissatisfied
7017,Male,Loyal Customer,64,Personal Travel,Eco,1,1,2,2,4,5,3,5,0,0,neutral or dissatisfied
7018,Female,Loyal Customer,41,Personal Travel,Eco,3,3,2,2,2,4,2,4,0,2,neutral or dissatisfied
7019,Male,Loyal Customer,10,Personal Travel,Eco,1,1,2,2,2,3,1,4,43,33,neutral or dissatisfied
7020,Male,disloyal Customer,23,Business travel,Eco,2,2,5,3,5,4,4,4,0,0,neutral or dissatisfied
7021,Female,Loyal Customer,41,Personal Travel,Eco Plus,4,4,3,5,5,5,5,5,2,42,neutral or dissatisfied
7022,Male,Loyal Customer,32,Personal Travel,Eco,3,3,2,2,4,3,3,5,0,0,neutral or dissatisfied
7023,Male,Loyal Customer,60,Business travel,Business,1,1,4,4,4,4,5,4,0,0,satisfied
7024,Female,Loyal Customer,43,Business travel,Business,2,2,4,4,5,5,5,5,0,0,satisfied
7025,Female,Loyal Customer,39,Personal Travel,Eco Plus,3,3,5,5,1,4,5,5,10,8,neutral or dissatisfied
7026,Female,Loyal Customer,45,Business travel,Business,3,3,3,5,4,4,4,4,38,33,satisfied
7027,Male,Loyal Customer,22,Personal Travel,Eco,4,4,2,2,5,5,3,4,8,1,satisfied
7028,Male,Loyal Customer,26,Personal Travel,Eco,3,3,3,5,4,1,5,2,0,0,neutral or dissatisfied
7029,Female,Loyal Customer,56,Business travel,Business,2,2,4,4,5,5,4,5,0,0,satisfied
7030,Male,Loyal Customer,45,Business travel,Business,3,2,3,4,5,5,3,5,0,0,satisfied
7031,Female,disloyal Customer,15,Business travel,Eco,4,4,5,5,3,2,1,4,58,,neutral or dissatisfied
7032,Female,disloyal Customer,26,Business travel,Eco,2,2,5,4,2,3,4,3,0,0,neutral or dissatisfied
7033,Female,Loyal Customer,24,Personal Travel,Eco,3,3,4,4,4,4,3,5,0,0,neutral or dissatisfied
7034,Female,Loyal Customer,34,Business travel,Business,5,5,5,5,5,5,3,5,0,0,satisfied
7035,Female,Loyal Customer,51,Business travel,Business,1,1,5,5,4,4,5,4,8,9,satisfied
7036,Male,Loyal Customer,51,Personal Travel,Eco,2,2,4,4,3,5,4,5,31,30,neutral or dissatisfied
7037,Female,Loyal Customer,22,Personal Travel,Eco Plus,3,3,5,5,4,4,2,4,11,12,neutral or dissatisfied
7038,Male,Loyal Customer,48,Business travel,Business,0,0,2,5,2,3,5,2,0,0,satisfied
7039,Female,Loyal Customer,46,Business travel,Business,0,0,4,4,2,1,5,2,0,4,satisfied
7040,Male,Loyal Customer,56,Business travel,Business,5,5,5,5,4,5,3,4,1,3,satisfied
7041,Male,Loyal Customer,29,Personal Travel,Eco,1,1,2,2,3,4,4,4,0,0,neutral or dissatisfied
7042,Female,Loyal Customer,64,Business travel,Eco Plus,4,2,5,2,4,4,4,4,0,0,satisfied
7043,Male,Loyal Customer,31,Business travel,Business,0,0,4,3,4,2,2,5,0,0,satisfied
7044,Female,Loyal Customer,48,Personal Travel,Eco Plus,2,2,1,4,3,3,4,3,9,9,neutral or dissatisfied
7045,Male,disloyal Customer,28,Business travel,Eco,3,3,5,5,3,2,2,5,0,6,neutral or dissatisfied
7046,Male,Loyal Customer,46,Business travel,Business,1,1,4,4,2,2,3,2,0,0,satisfied
7047,Male,Loyal Customer,56,Business travel,Business,5,4,3,5,4,4,3,4,0,0,satisfied
7048,Male,Loyal Customer,35,Personal Travel,Eco,3,3,3,3,4,5,4,5,0,0,neutral or dissatisfied
7049,Male,Loyal Customer,45,Personal Travel,Business,0,0,4,3,1,1,4,1,20,15,satisfied
7050,Male,Loyal Customer,48,Business travel,Eco Plus,4,1,4,4,4,5,3,2,0,0,satisfied
7051,Male,Loyal Customer,34,Business travel,Business,1,5,1,3,1,1,3,1,2,0,neutral or dissatisfied
7052,Male,Loyal Customer,38,Personal Travel,Eco Plus,2,3,2,4,3,4,4,4,66,54,neutral or dissatisfied
7053,Female,Loyal Customer,37,Personal Travel,Eco,4,4,5,5,4,2,1,2,0,0,neutral or dissatisfied
7054,Female,Loyal Customer,39,Business travel,Business,2,3,4,3,2,2,4,2,8,0,neutral or dissatisfied
7055,Male,Loyal Customer,50,Business travel,Eco,2,5,2,2,2,3,4,3,11,13,neutral or dissatisfied
7056,Female,disloyal Customer,30,Business travel,Eco,4,4,5,1,4,3,1,4,0,7,neutral or dissatisfied
7057,Female,Loyal Customer,25,Business travel,Business,1,5,1,1,3,4,2,4,1,0,neutral or dissatisfied
7058,Female,Loyal Customer,34,Personal Travel,Eco,4,4,3,3,3,4,3,4,0,0,neutral or dissatisfied
7059,Male,disloyal Customer,43,Business travel,Business,2,2,5,5,1,4,3,3,0,0,neutral or dissatisfied
7060,Male,Loyal Customer,44,Business travel,Business,5,5,3,2,1,1,3,1,0,0,satisfied
7061,Female,disloyal Customer,23,Business travel,Business,0,0,4,4,5,5,5,4,27,25,satisfied
7062,Female,Loyal Customer,67,Personal Travel,Eco,1,1,3,4,1,1,2,1,0,0,neutral or dissatisfied
7063,Male,Loyal Customer,39,Business travel,Business,0,0,3,5,5,5,3,5,1,12,satisfied
7064,Male,Loyal Customer,35,Personal Travel,Eco,1,1,5,5,4,4,4,5,0,0,neutral or dissatisfied
7065,Male,disloyal Customer,29,Business travel,Eco,4,4,2,2,4,4,1,4,0,0,neutral or dissatisfied
7066,Male,Loyal Customer,42,Business travel,Eco,2,2,2,2,4,2,2,2,0,0,neutral or dissatisfied
7067,Female,Loyal Customer,23,Business travel,Business,3,5,3,3,3,2,3,2,0,2,neutral or dissatisfied
7068,Male,disloyal Customer,30,Business travel,Business,0,0,4,4,4,5,4,5,25,7,satisfied
7069,Female,Loyal Customer,39,Business travel,Business,4,3,1,3,4,4,4,4,0,0,neutral or dissatisfied
7070,Female,Loyal Customer,42,Business travel,Business,1,1,3,5,4,4,3,4,1,0,satisfied
7071,Male,disloyal Customer,20,Business travel,Business,0,0,4,4,4,4,4,4,0,0,satisfied
7072,Female,disloyal Customer,24,Business travel,Eco,5,5,5,2,1,3,5,4,81,71,satisfied
7073,Male,Loyal Customer,66,Business travel,Eco,2,5,2,2,3,4,4,3,0,0,neutral or dissatisfied
7074,Female,disloyal Customer,20,Business travel,Eco,2,2,2,2,5,3,3,5,0,0,neutral or dissatisfied
7075,Female,Loyal Customer,57,Business travel,Eco,4,3,5,2,4,4,5,4,0,0,satisfied
7076,Female,Loyal Customer,45,Business travel,Business,1,2,1,2,5,5,5,5,2,0,satisfied
7077,Male,Loyal Customer,26,Business travel,Eco Plus,1,5,1,2,2,4,4,4,0,8,neutral or dissatisfied
7078,Female,Loyal Customer,34,Business travel,Business,3,3,1,1,5,5,2,5,0,0,satisfied
7079,Male,Loyal Customer,38,Business travel,Eco,3,2,3,3,4,3,3,4,0,0,neutral or dissatisfied
7080,Male,Loyal Customer,28,Personal Travel,Eco,4,0,5,5,1,3,5,5,29,42,neutral or dissatisfied
7081,Female,Loyal Customer,8,Personal Travel,Eco Plus,1,0,4,1,3,5,3,5,0,0,neutral or dissatisfied
7082,Male,Loyal Customer,52,Business travel,Business,1,1,3,5,4,4,5,4,0,0,satisfied
7083,Male,Loyal Customer,19,Personal Travel,Eco,2,2,1,1,3,4,5,5,0,0,neutral or dissatisfied
7084,Male,Loyal Customer,7,Personal Travel,Eco,3,3,1,1,3,2,3,3,5,51,neutral or dissatisfied
7085,Female,Loyal Customer,53,Personal Travel,Eco Plus,4,4,1,4,4,4,2,4,0,0,satisfied
7086,Male,Loyal Customer,53,Business travel,Business,5,5,2,5,4,4,5,4,0,0,satisfied
7087,Female,disloyal Customer,22,Business travel,Business,5,5,5,2,5,5,4,4,0,,satisfied
7088,Female,Loyal Customer,30,Business travel,Eco,3,2,3,3,4,3,1,2,0,0,neutral or dissatisfied
7089,Male,Loyal Customer,35,Business travel,Business,3,3,4,2,4,4,5,4,0,5,satisfied
7090,Female,Loyal Customer,20,Personal Travel,Eco,3,3,5,4,3,5,3,4,0,0,neutral or dissatisfied
7091,Female,Loyal Customer,29,Business travel,Eco Plus,2,2,2,2,3,4,4,4,23,28,neutral or dissatisfied
7092,Female,Loyal Customer,31,Personal Travel,Eco,1,1,3,3,4,4,4,5,25,43,neutral or dissatisfied
7093,Female,Loyal Customer,45,Business travel,Business,4,4,5,5,5,5,3,5,0,0,satisfied
7094,Female,Loyal Customer,39,Business travel,Business,3,5,5,1,3,3,2,3,0,15,neutral or dissatisfied
7095,Female,Loyal Customer,19,Personal Travel,Eco,3,3,2,2,3,4,4,4,0,0,neutral or dissatisfied
7096,Female,Loyal Customer,47,Business travel,Business,1,1,4,4,2,2,3,2,0,8,satisfied
7097,Female,Loyal Customer,65,Personal Travel,Eco,2,2,1,2,1,1,4,1,0,0,neutral or dissatisfied
7098,Male,disloyal Customer,24,Business travel,Eco,2,2,2,2,3,4,1,4,64,63,neutral or dissatisfied
7099,Female,Loyal Customer,70,Personal Travel,Eco,2,2,2,4,1,1,4,1,0,0,neutral or dissatisfied
7100,Male,Loyal Customer,58,Business travel,Business,2,2,3,5,5,5,3,5,0,0,satisfied
7101,Female,Loyal Customer,59,Personal Travel,Eco,3,3,4,3,3,5,4,3,0,0,neutral or dissatisfied
7102,Male,disloyal Customer,37,Business travel,Business,5,5,4,4,2,5,1,4,0,0,satisfied
7103,Female,Loyal Customer,34,Business travel,Eco Plus,5,1,5,5,2,5,3,5,28,19,satisfied
7104,Female,Loyal Customer,58,Business travel,Business,4,4,4,5,4,4,4,4,14,0,satisfied
7105,Female,Loyal Customer,43,Business travel,Business,2,2,4,4,4,4,4,4,0,0,satisfied
7106,Female,Loyal Customer,70,Personal Travel,Eco,4,4,3,3,4,4,3,4,16,13,neutral or dissatisfied
7107,Male,Loyal Customer,21,Personal Travel,Eco Plus,4,3,1,1,4,5,3,4,0,0,neutral or dissatisfied
7108,Female,disloyal Customer,24,Business travel,Eco,3,3,1,1,5,5,5,4,0,0,neutral or dissatisfied
7109,Female,Loyal Customer,41,Business travel,Business,5,5,5,5,4,4,4,4,4,0,satisfied
7110,Female,Loyal Customer,60,Personal Travel,Eco,2,2,2,5,4,5,3,4,0,0,neutral or dissatisfied
7111,Female,Loyal Customer,19,Personal Travel,Eco,3,3,2,2,4,5,4,5,0,0,neutral or dissatisfied
7112,Female,Loyal Customer,44,Business travel,Business,2,2,5,4,4,4,4,4,0,0,satisfied
7113,Female,Loyal Customer,37,Business travel,Eco Plus,5,4,5,5,1,4,4,2,0,0,satisfied
7114,Male,disloyal Customer,24,Business travel,Eco,3,3,3,3,1,2,3,3,0,0,neutral or dissatisfied
7115,Male,disloyal Customer,28,Business travel,Eco,4,4,1,1,2,5,4,4,10,54,satisfied
7116,Female,disloyal Customer,43,Business travel,Eco,2,2,2,2,2,4,4,4,63,106,neutral or dissatisfied
7117,Male,disloyal Customer,48,Business travel,Business,3,3,5,5,2,3,2,4,89,102,neutral or dissatisfied
7118,Male,Loyal Customer,48,Business travel,Eco,3,3,3,3,2,4,3,4,0,0,neutral or dissatisfied
7119,Male,Loyal Customer,37,Business travel,Business,3,3,4,4,5,5,5,5,0,0,satisfied
